episode,step,rtt,jitter,packet_loss,crc_errors,interface_errors,interface_flaps,utilization,label,ttf_ms
20,1,10.19,2.45,0.0,8,8,0,24.01,1,3900.0
20,2,10.37,2.25,0.62,10,10,0,24.1,1,3800.0
20,3,11.31,2.29,0.34,11,11,0,24.3,1,3700.0
20,4,11.15,2.09,0.09,13,13,0,24.63,1,3600.0
20,5,10.25,2.26,1.1,15,15,0,25.12,1,3500.0
20,6,11.68,2.81,1.84,16,16,0,25.81,1,3400.0
20,7,14.26,3.18,2.59,17,17,0,26.71,1,3300.0
20,8,15.43,3.58,3.17,21,21,0,27.86,1,3200.0
20,9,14.87,4.06,2.72,23,23,0,29.28,2,1308.2
20,10,16.88,4.59,3.03,27,28,0,30.99,2,1516.7
20,11,20.9,5.8,4.08,30,31,0,33.03,2,1259.7
20,12,22.82,7.54,5.04,34,35,0,35.41,2,1016.9
20,13,23.56,9.56,6.29,38,39,1,38.17,2,906.1
20,14,26.51,12.0,7.2,41,42,1,41.31,2,946.0
20,15,31.26,14.33,7.02,46,48,2,44.87,2,922.8
21,0,12.26,1.12,0.0,2,2,0,26.34,0,10000.0
21,1,11.83,0.98,0.0,2,2,0,26.8,0,10000.0
21,2,12.02,1.01,0.1,2,2,0,25.84,0,10000.0
21,3,12.05,0.75,0.0,2,2,0,26.02,0,10000.0
21,4,11.78,0.85,0.0,2,2,0,23.59,0,10000.0
21,5,11.54,0.49,0.0,2,2,0,21.84,0,10000.0
21,6,11.66,0.69,0.0,2,2,0,21.68,0,10000.0
21,7,11.02,0.69,0.0,2,2,0,20.47,0,10000.0
21,8,10.59,0.71,0.0,2,2,0,20.93,0,10000.0
21,9,10.63,1.11,0.0,2,2,0,23.75,0,10000.0
21,10,9.81,1.13,0.0,2,2,0,18.75,0,10000.0
21,11,9.61,1.17,0.0,2,2,0,21.34,0,10000.0
21,12,9.8,0.66,0.0,2,2,0,22.96,0,10000.0
21,13,10.06,0.53,0.0,2,2,0,22.84,0,10000.0
21,14,9.58,0.53,0.0,2,2,0,26.28,0,10000.0
21,15,9.86,0.66,0.0,2,2,0,25.46,0,10000.0
21,16,10.53,0.45,0.0,2,2,0,23.41,0,10000.0
21,17,11.21,0.74,0.0,2,2,0,22.26,0,10000.0
21,18,11.42,0.42,0.0,2,2,0,20.42,0,10000.0
21,19,11.64,0.31,0.0,2,2,0,21.29,0,10000.0
21,20,11.69,0.2,0.0,2,2,0,21.1,0,10000.0
22,0,14.01,2.35,0.07,1,1,0,34.84,1,6014.8
22,1,14.33,2.55,0.45,1,1,0,34.95,1,5920.7
22,2,14.5,2.35,0.27,1,1,0,35.17,1,5570.4
22,3,14.97,3.17,0.19,1,1,0,35.5,1,5431.2
22,4,15.26,3.79,0.19,1,1,0,35.95,1,5243.0
22,5,15.08,3.94,0.34,2,2,0,36.5,1,5428.5
22,6,17.2,4.31,0.6,2,2,0,37.17,1,5279.1
22,7,17.72,4.85,0.69,2,2,0,37.95,1,4725.7
22,8,19.26,4.91,0.65,2,2,0,38.84,1,4682.4
22,9,18.66,5.24,1.06,2,3,0,39.84,1,4553.4
22,10,18.28,5.6,1.15,2,3,0,40.95,1,4550.9
22,11,18.94,5.89,1.88,2,3,0,42.17,1,4491.7
22,12,20.69,5.78,1.19,2,3,0,43.5,1,4047.2
22,13,21.11,6.66,1.8,2,3,0,44.95,1,4128.9
22,14,22.11,7.39,1.63,3,4,0,46.5,1,3560.7
22,15,23.85,7.73,1.89,3,4,0,48.17,1,4061.3
22,16,25.41,8.47,1.93,3,4,0,49.95,1,3558.3
22,17,27.05,9.54,1.98,4,5,0,51.84,1,3182.2
23,0,12.18,3.27,0.0,3,3,0,36.31,1,4000.0
23,1,12.8,3.55,0.0,6,6,0,36.34,1,3900.0
23,2,14.62,3.37,0.86,7,7,0,36.45,1,3800.0
23,3,16.45,3.59,0.53,9,9,0,36.67,1,3700.0
23,4,15.81,3.88,0.0,12,12,0,37.04,1,3600.0
23,5,17.84,4.28,0.98,14,14,0,37.59,1,3500.0
23,6,17.25,4.77,1.37,17,17,0,38.36,1,3400.0
23,7,18.84,5.62,2.54,18,18,0,39.37,1,3300.0
23,8,21.59,7.07,2.83,21,21,0,40.67,1,3200.0
23,9,23.54,6.85,2.96,25,25,0,42.26,2,1454.7
23,10,26.48,7.78,4.19,27,28,0,44.19,2,1386.0
23,11,30.56,8.88,4.68,30,31,0,46.48,2,1118.7
23,12,33.13,11.07,5.77,33,34,1,49.15,2,1087.2
23,13,36.69,12.72,6.77,38,39,1,52.25,2,999.1
23,14,40.74,15.86,6.88,43,45,2,55.78,2,943.5
24,0,8.22,1.18,0.0,3,3,0,25.77,0,10000.0
24,1,8.67,1.36,0.0,3,3,0,27.42,0,10000.0
24,2,8.26,1.31,0.0,3,3,0,28.69,0,10000.0
24,3,8.6,1.3,0.0,3,3,0,32.3,0,10000.0
24,4,8.18,1.38,0.0,3,3,0,35.17,0,10000.0
24,5,8.29,1.6,0.0,3,3,0,32.14,0,10000.0
24,6,8.43,1.83,0.0,3,3,0,33.12,0,10000.0
24,7,8.79,2.08,0.0,3,3,0,32.31,0,10000.0
24,8,9.07,1.99,0.0,3,3,0,31.24,0,10000.0
24,9,8.97,2.21,0.0,3,3,0,32.95,0,10000.0
24,10,8.89,2.33,0.0,3,3,0,30.02,0,10000.0
24,11,8.75,2.18,0.0,3,3,0,30.27,0,10000.0
24,12,8.93,2.13,0.0,3,3,0,29.49,0,10000.0
24,13,9.37,1.91,0.0,3,3,0,27.95,0,10000.0
24,14,9.32,2.04,0.0,3,3,0,28.43,0,10000.0
24,15,8.84,1.99,0.0,3,3,0,27.3,0,10000.0
24,16,8.94,1.61,0.0,3,3,0,27.03,0,10000.0
24,17,8.7,1.81,0.0,3,3,0,27.52,0,10000.0
24,18,8.24,1.97,0.0,3,3,0,27.72,0,10000.0
24,19,8.29,1.77,0.0,3,3,0,27.09,0,10000.0
24,20,7.92,1.65,0.0,3,3,0,27.2,0,10000.0
24,21,8.05,1.83,0.0,3,3,0,29.1,0,10000.0
24,22,8.17,1.37,0.0,3,3,0,30.66,0,10000.0
24,23,8.72,1.52,0.0,3,3,0,33.26,0,10000.0
24,24,7.9,1.38,0.0,3,3,0,32.17,0,10000.0
24,25,7.16,1.13,0.0,3,3,0,33.02,0,10000.0
24,26,7.43,1.19,0.0,4,4,0,31.21,0,10000.0
24,27,7.62,0.9,0.0,4,4,0,29.49,0,10000.0
25,0,13.81,1.48,0.01,6,6,0,20.19,1,4000.0
25,1,14.94,1.71,0.13,7,7,0,20.2,1,3900.0
25,2,15.24,1.45,0.85,8,8,0,20.25,1,3800.0
25,3,16.93,1.52,0.49,11,11,0,20.34,1,3700.0
25,4,18.96,1.46,0.31,12,12,0,20.5,1,3600.0
25,5,18.21,1.26,0.53,14,14,0,20.74,1,3500.0
25,6,19.8,1.93,0.3,15,15,0,21.07,1,3400.0
25,7,20.39,2.03,0.0,16,16,0,21.51,1,3300.0
25,8,19.34,2.81,1.12,17,17,0,22.06,1,3200.0
25,9,20.68,3.49,1.36,18,18,0,22.74,1,3100.0
25,10,21.26,4.13,1.48,21,21,0,23.57,1,3000.0
25,11,21.74,3.61,2.71,24,24,0,24.55,1,2900.0
25,12,23.33,4.0,2.8,27,27,0,25.7,1,2800.0
25,13,25.34,5.0,1.91,30,30,0,27.03,1,2700.0
25,14,27.2,6.27,3.06,34,34,0,28.55,2,1027.9
25,15,28.32,7.31,3.61,37,38,0,30.26,2,815.3
25,16,31.0,7.89,3.63,39,40,0,32.19,2,644.5
25,17,34.5,9.12,4.49,43,44,0,34.34,2,509.3
25,18,36.9,10.83,5.43,47,48,0,36.72,2,620.6
25,19,40.38,12.89,4.71,51,52,1,39.35,2,432.5
25,20,45.04,14.83,6.98,54,55,1,42.23,2,404.6
25,21,49.16,16.94,7.26,59,60,1,45.38,2,400.0
25,22,53.51,18.73,7.55,64,66,2,48.8,2,400.0
25,23,57.01,21.21,7.76,68,70,2,52.5,2,400.0
26,0,13.84,2.07,0.0,0,0,0,38.39,1,5760.5
26,1,13.16,1.91,0.0,0,0,0,38.5,1,6083.4
26,2,12.95,2.15,0.2,0,0,0,38.72,1,5741.4
26,3,12.81,1.96,0.39,1,1,0,39.06,1,5628.3
26,4,12.45,2.26,0.32,1,1,0,39.5,1,5439.9
26,5,13.43,2.58,0.9,2,2,0,40.06,1,5200.8
26,6,13.37,3.09,0.64,3,3,0,40.72,1,5302.7
26,7,13.97,3.2,1.19,3,3,0,41.5,1,4910.2
26,8,13.59,4.09,0.9,4,4,0,42.39,1,4912.6
26,9,14.51,4.41,1.16,4,5,0,43.39,1,4487.8
26,10,15.8,4.66,1.24,4,5,0,44.5,1,4415.0
26,11,18.24,5.11,1.38,5,6,0,45.72,1,4458.7
26,12,19.23,5.91,1.73,5,6,0,47.06,1,4236.8
26,13,19.82,7.02,2.02,5,6,0,48.5,1,3921.9
26,14,20.29,7.59,1.5,5,6,0,50.06,1,3756.3
26,15,21.89,8.15,1.6,6,7,0,51.72,1,3776.8
26,16,22.89,9.05,2.1,7,8,0,53.5,1,3609.6
26,17,24.53,10.11,2.41,7,8,0,55.39,1,3194.9
27,0,13.68,1.26,0.0,2,2,0,19.9,0,10000.0
27,1,13.63,0.92,0.0,3,3,0,22.07,0,10000.0
27,2,12.51,0.72,0.0,3,3,0,25.96,0,10000.0
27,3,13.2,0.52,0.0,3,3,0,26.93,0,10000.0
27,4,12.81,0.45,0.0,3,3,0,28.14,0,10000.0
27,5,12.91,0.84,0.0,3,3,0,27.85,0,10000.0
27,6,12.3,1.0,0.0,3,3,0,30.1,0,10000.0
27,7,12.91,0.77,0.0,3,3,0,29.95,0,10000.0
27,8,12.67,1.03,0.0,3,3,0,29.36,0,10000.0
27,9,12.31,0.68,0.0,3,3,0,28.21,0,10000.0
27,10,12.37,0.78,0.0,3,3,0,28.76,0,10000.0
27,11,12.53,0.92,0.0,3,3,0,28.01,0,10000.0
27,12,12.6,0.89,0.0,3,3,0,25.58,0,10000.0
27,13,12.27,0.94,0.0,4,4,0,22.8,0,10000.0
27,14,12.16,0.94,0.0,4,4,0,20.97,0,10000.0
27,15,12.54,1.13,0.0,4,4,0,22.71,0,10000.0
27,16,12.51,0.94,0.0,4,4,0,25.22,0,10000.0
27,17,14.02,0.96,0.0,4,4,0,24.85,0,10000.0
27,18,14.59,1.05,0.0,4,4,0,23.99,0,10000.0
27,19,14.91,0.83,0.0,4,4,0,22.57,0,10000.0
27,20,14.64,0.84,0.0,4,4,0,22.79,0,10000.0
27,21,16.04,0.58,0.0,4,4,0,23.45,0,10000.0
28,0,10.65,2.24,0.0,0,0,0,28.77,0,10000.0
28,1,10.93,2.0,0.0,0,0,0,26.8,0,10000.0
28,2,11.77,1.86,0.0,0,0,0,27.24,0,10000.0
28,3,12.01,2.04,0.0,0,0,0,26.06,0,10000.0
28,4,12.28,2.11,0.0,0,0,0,25.57,0,10000.0
28,5,12.45,1.73,0.1,0,0,0,25.9,0,10000.0
28,6,12.62,1.45,0.0,0,0,0,24.81,0,10000.0
28,7,12.65,1.52,0.0,0,0,0,26.76,0,10000.0
28,8,12.73,1.56,0.0,0,0,0,26.74,0,10000.0
28,9,12.79,1.66,0.0,0,0,0,24.03,0,10000.0
28,10,13.16,1.74,0.0,0,0,0,21.69,0,10000.0
28,11,13.27,1.85,0.0,0,0,0,22.07,0,10000.0
28,12,13.24,1.89,0.0,0,0,0,20.25,0,10000.0
28,13,13.86,2.36,0.0,0,0,0,20.75,0,10000.0
28,14,13.03,2.48,0.0,0,0,0,22.89,0,10000.0
28,15,13.45,2.35,0.0,0,0,0,22.76,0,10000.0
28,16,13.43,2.1,0.0,0,0,0,23.12,0,10000.0
28,17,13.5,2.07,0.0,0,0,0,19.37,0,10000.0
28,18,14.3,1.84,0.0,0,0,0,18.97,0,10000.0
29,0,10.32,1.56,0.1,3,3,0,34.38,1,5821.7
29,1,11.86,1.44,0.18,3,3,0,34.5,1,5590.1
29,2,13.59,1.44,0.42,3,3,0,34.75,1,5713.6
29,3,13.33,1.31,0.05,4,4,0,35.13,1,5538.4
29,4,13.27,1.37,0.4,4,4,0,35.63,1,5499.3
29,5,13.82,1.68,0.5,4,4,0,36.25,1,5298.9
29,6,14.73,1.61,0.7,5,5,0,37.0,1,4802.8
29,7,15.85,1.99,0.67,6,6,0,37.88,1,5210.1
29,8,17.89,2.73,1.37,6,7,0,38.88,1,4787.0
29,9,19.09,3.41,1.27,6,7,0,40.0,1,4757.4
29,10,19.87,4.61,1.48,6,7,0,41.25,1,4750.3
29,11,20.76,5.0,1.59,7,8,0,42.63,1,4375.5
29,12,22.27,5.45,1.61,8,9,0,44.13,1,4233.7
29,13,23.65,6.33,1.72,9,10,0,45.75,1,4222.0
29,14,24.7,7.01,1.83,9,10,0,47.5,1,4043.5
29,15,25.97,7.24,2.07,10,11,0,49.38,1,3704.8
30,0,11.61,0.58,0.0,3,3,0,32.87,0,10000.0
30,1,11.0,0.32,0.0,3,3,0,33.26,0,10000.0
30,2,10.7,0.2,0.0,3,3,0,34.79,0,10000.0
30,3,11.34,0.44,0.0,3,3,0,34.37,0,10000.0
30,4,10.75,0.2,0.0,3,3,0,34.96,0,10000.0
30,5,10.95,0.2,0.0,3,3,0,33.79,0,10000.0
30,6,10.54,0.23,0.0,3,3,0,34.38,0,10000.0
30,7,11.56,0.43,0.0,3,3,0,33.63,0,10000.0
30,8,11.6,0.48,0.0,3,3,0,36.1,0,10000.0
30,9,11.93,0.47,0.0,3,3,0,32.44,0,10000.0
30,10,11.34,0.2,0.0,3,3,0,35.27,0,10000.0
30,11,11.26,0.2,0.0,3,3,0,35.49,0,10000.0
30,12,11.01,0.32,0.0,3,3,0,35.71,0,10000.0
30,13,10.71,0.2,0.0,3,3,0,33.84,0,10000.0
30,14,10.78,0.4,0.0,3,3,0,33.54,0,10000.0
31,0,11.63,2.07,0.0,5,5,0,24.37,0,10000.0
31,1,11.33,1.96,0.0,5,5,0,27.91,0,10000.0
31,2,11.68,1.94,0.0,5,5,0,26.46,0,10000.0
31,3,12.29,2.09,0.0,5,5,0,27.24,0,10000.0
31,4,11.93,2.3,0.0,5,5,0,25.63,0,10000.0
31,5,11.83,2.17,0.0,5,5,0,25.99,0,10000.0
31,6,11.88,2.38,0.0,5,5,0,24.99,0,10000.0
31,7,12.81,2.37,0.0,5,5,0,25.25,0,10000.0
31,8,12.84,2.27,0.0,5,5,0,25.22,0,10000.0
31,9,12.65,1.99,0.0,5,5,0,24.83,0,10000.0
31,10,12.7,2.0,0.0,5,5,0,25.26,0,10000.0
31,11,12.94,2.1,0.0,5,5,0,26.66,0,10000.0
31,12,12.17,1.72,0.0,5,5,0,25.18,0,10000.0
31,13,12.77,1.53,0.0,5,5,0,27.4,0,10000.0
31,14,13.52,1.86,0.0,5,5,0,27.38,0,10000.0
31,15,14.09,1.98,0.0,5,5,0,28.33,0,10000.0
31,16,13.68,1.88,0.0,5,5,0,26.94,0,10000.0
31,17,13.35,2.09,0.0,5,5,0,24.87,0,10000.0
31,18,12.33,1.96,0.0,5,5,0,24.19,0,10000.0
31,19,12.82,2.2,0.0,5,5,0,24.13,0,10000.0
31,20,12.75,2.16,0.0,5,5,0,23.86,0,10000.0
31,21,13.19,2.2,0.0,5,5,0,24.19,0,10000.0
31,22,13.02,2.15,0.0,5,5,0,25.56,0,10000.0
32,0,11.47,1.55,0.0,1,1,0,32.73,0,10000.0
32,1,11.98,1.96,0.0,1,1,0,32.56,0,10000.0
32,2,11.76,2.14,0.0,1,1,0,31.97,0,10000.0
32,3,10.92,2.4,0.0,1,1,0,32.76,0,10000.0
32,4,10.49,2.15,0.0,1,1,0,33.45,0,10000.0
32,5,10.26,2.02,0.0,1,1,0,32.6,0,10000.0
32,6,10.63,2.07,0.0,1,1,0,34.13,0,10000.0
32,7,10.51,1.92,0.0,1,1,0,36.19,0,10000.0
32,8,10.89,1.63,0.0,1,1,0,35.85,0,10000.0
32,9,10.55,1.64,0.0,1,1,0,38.16,0,10000.0
32,10,11.73,1.43,0.0,1,1,0,37.54,0,10000.0
32,11,11.14,1.37,0.0,1,1,0,36.86,0,10000.0
32,12,10.89,1.17,0.0,1,1,0,36.64,0,10000.0
32,13,10.78,0.97,0.0,1,1,0,36.87,0,10000.0
32,14,9.78,0.99,0.0,1,1,0,37.27,0,10000.0
32,15,9.59,0.77,0.0,1,1,0,38.31,0,10000.0
32,16,9.59,1.17,0.0,1,1,0,40.95,0,10000.0
32,17,10.0,1.3,0.0,1,1,0,41.89,0,10000.0
32,18,9.9,1.27,0.0,1,1,0,41.99,0,10000.0
32,19,8.78,1.36,0.0,1,1,0,41.05,0,10000.0
32,20,8.72,0.86,0.0,1,1,0,45.15,0,10000.0
32,21,8.63,0.86,0.0,1,1,0,46.91,0,10000.0
32,22,8.01,0.89,0.0,1,1,0,46.99,0,10000.0
32,23,8.06,0.92,0.0,1,1,0,45.15,0,10000.0
32,24,7.8,0.69,0.0,1,1,0,48.28,0,10000.0
32,25,8.35,0.47,0.0,1,1,0,51.46,0,10000.0
33,0,14.07,0.79,0.0,3,3,0,30.57,1,5732.8
33,1,14.41,0.88,0.07,4,4,0,30.66,1,6016.9
33,2,14.4,1.12,0.06,4,4,0,30.85,1,5876.8
33,3,14.67,1.1,0.15,4,4,0,31.14,1,5538.1
33,4,14.4,1.1,0.29,4,4,0,31.52,1,5441.8
33,5,14.29,1.56,0.42,4,4,0,32.0,1,5435.9
33,6,14.78,2.27,0.17,4,4,0,32.57,1,5123.6
33,7,15.57,2.95,0.58,5,5,0,33.24,1,4767.0
33,8,15.52,3.75,0.86,5,5,0,34.0,1,4942.6
33,9,16.31,3.97,1.28,6,6,0,34.85,1,4783.9
33,10,17.02,4.52,0.92,6,6,0,35.81,1,4486.1
33,11,17.4,5.59,0.93,6,7,0,36.85,1,4644.2
33,12,17.67,5.76,1.07,6,7,0,38.0,1,4103.1
33,13,18.86,5.92,1.28,6,7,0,39.24,1,3985.4
33,14,19.51,6.79,1.43,6,7,0,40.57,1,4081.3
33,15,19.85,7.26,1.67,6,7,0,42.0,1,3949.7
33,16,20.62,7.89,1.87,6,7,0,43.52,1,3368.1
33,17,22.3,8.07,1.91,6,7,0,45.14,1,3249.7
33,18,23.75,9.49,1.83,6,7,0,46.85,1,3208.8
33,19,25.06,10.7,2.14,6,7,0,48.66,1,3142.7
33,20,26.96,11.3,2.08,7,8,0,50.57,1,2651.2
34,0,13.61,1.47,0.0,1,1,0,38.86,0,10000.0
34,1,13.75,1.55,0.0,1,1,0,38.84,0,10000.0
34,2,13.74,1.7,0.0,1,1,0,41.06,0,10000.0
34,3,13.41,1.6,0.0,1,1,0,38.4,0,10000.0
34,4,13.47,1.52,0.0,1,1,0,40.29,0,10000.0
34,5,13.28,1.67,0.0,1,1,0,40.38,0,10000.0
34,6,13.36,1.26,0.0,1,1,0,40.92,0,10000.0
34,7,14.57,1.35,0.0,1,1,0,42.53,0,10000.0
34,8,14.73,0.92,0.0,1,1,0,42.75,0,10000.0
34,9,15.09,0.83,0.0,1,1,0,41.29,0,10000.0
34,10,15.43,0.98,0.0,1,1,0,39.53,0,10000.0
34,11,15.86,1.23,0.0,1,1,0,41.09,0,10000.0
34,12,15.74,1.49,0.0,1,1,0,40.49,0,10000.0
34,13,15.73,1.8,0.0,1,1,0,42.25,0,10000.0
34,14,15.8,2.15,0.0,1,1,0,44.11,0,10000.0
34,15,15.98,2.27,0.0,1,1,0,44.25,0,10000.0
34,16,16.18,2.55,0.0,1,1,0,41.81,0,10000.0
34,17,15.57,2.14,0.0,1,1,0,41.9,0,10000.0
34,18,15.22,2.07,0.0,1,1,0,41.76,0,10000.0
34,19,15.35,2.15,0.0,1,1,0,38.67,0,10000.0
34,20,15.19,2.28,0.0,1,1,0,40.27,0,10000.0
34,21,14.96,2.17,0.0,1,1,0,39.08,0,10000.0
34,22,13.95,2.39,0.0,1,1,0,38.88,0,10000.0
35,0,15.54,1.68,0.0,3,3,0,35.43,1,6161.6
35,1,16.21,1.21,0.31,3,3,0,35.54,1,5933.2
35,2,17.03,1.66,0.34,3,3,0,35.78,1,5432.7
35,3,16.15,1.78,0.22,3,3,0,36.13,1,5903.2
35,4,15.93,1.82,0.79,3,3,0,36.6,1,5396.4
35,5,16.28,2.07,0.89,3,3,0,37.19,1,5413.7
35,6,15.96,2.48,0.49,4,4,0,37.9,1,5448.8
35,7,16.6,2.73,0.54,4,4,0,38.72,1,4925.5
35,8,16.94,3.56,1.16,4,4,0,39.66,1,4975.8
35,9,18.55,3.53,1.18,5,6,0,40.72,1,4909.3
35,10,19.31,3.99,1.26,5,6,0,41.9,1,4538.2
35,11,19.42,4.21,1.35,5,6,0,43.19,1,4197.1
35,12,20.7,4.21,1.58,6,7,0,44.6,1,4472.2
35,13,22.92,5.21,1.52,6,7,0,46.13,1,4111.4
35,14,24.89,6.1,1.37,7,8,0,47.78,1,3911.1
35,15,26.16,6.71,1.95,7,8,0,49.54,1,3657.2
35,16,27.81,7.52,1.93,7,8,0,51.43,1,3775.0
36,0,11.1,1.2,1.04,1,1,0,39.68,1,4000.0
36,1,10.6,2.34,0.57,3,3,0,39.69,1,3900.0
36,2,8.71,1.76,0.37,5,5,0,39.73,1,3800.0
36,3,7.93,1.45,0.77,8,8,0,39.79,1,3700.0
36,4,7.48,1.8,0.0,11,11,0,39.91,1,3600.0
36,5,7.06,1.65,0.33,14,14,0,40.08,1,3500.0
36,6,7.41,2.0,0.0,16,16,0,40.31,1,3400.0
36,7,7.4,1.7,1.42,18,18,0,40.62,1,3300.0
36,8,8.52,1.78,0.82,19,19,0,41.01,1,3200.0
36,9,9.04,0.68,0.61,20,20,0,41.5,1,3100.0
36,10,8.58,1.16,1.06,23,23,0,42.09,1,3000.0
36,11,8.74,1.44,1.5,25,25,0,42.79,1,2900.0
36,12,8.93,1.38,1.95,26,26,0,43.61,1,2800.0
36,13,9.03,2.34,1.79,27,27,0,44.55,1,2700.0
36,14,9.64,3.3,2.29,30,30,0,45.63,1,2600.0
36,15,11.15,4.05,1.98,32,32,0,46.85,1,2500.0
36,16,12.49,5.58,3.02,34,34,0,48.22,1,2400.0
36,17,13.72,6.87,3.79,37,37,0,49.75,2,597.9
36,18,16.73,7.46,3.59,40,41,0,51.44,2,649.0
36,19,17.84,8.96,4.96,43,44,0,53.31,2,702.3
36,20,18.32,10.35,3.71,45,46,0,55.36,2,571.3
36,21,21.88,11.63,5.28,49,50,0,57.6,2,400.0
36,22,23.52,13.1,5.33,53,54,1,60.03,2,400.0
36,23,24.36,14.37,5.89,57,58,1,62.67,2,400.0
36,24,28.71,15.91,6.23,61,62,1,65.51,2,400.0
36,25,32.38,17.87,6.32,64,65,1,68.58,2,400.0
36,26,36.45,19.5,7.39,68,70,1,71.86,2,400.0
36,27,38.7,22.1,7.84,74,76,2,75.38,2,400.0
36,28,44.32,24.16,8.31,80,82,2,79.13,2,400.0
37,0,15.89,1.99,0.0,0,0,0,35.86,0,10000.0
37,1,15.48,2.03,0.0,0,0,0,35.31,0,10000.0
37,2,15.03,2.29,0.0,0,0,0,34.41,0,10000.0
37,3,15.25,2.42,0.0,0,0,0,34.66,0,10000.0
37,4,14.61,2.1,0.0,0,0,0,33.28,0,10000.0
37,5,15.48,2.31,0.0,0,0,0,32.9,0,10000.0
37,6,16.65,2.36,0.0,0,0,0,31.91,0,10000.0
37,7,16.17,2.71,0.0,0,0,0,32.96,0,10000.0
37,8,15.53,2.63,0.0,0,0,0,33.54,0,10000.0
37,9,14.79,2.64,0.0,0,0,0,34.39,0,10000.0
37,10,15.08,2.62,0.0,0,0,0,31.2,0,10000.0
37,11,14.12,2.68,0.0,0,0,0,30.3,0,10000.0
37,12,14.36,2.82,0.0,0,0,0,30.32,0,10000.0
37,13,14.52,2.77,0.0,1,1,0,30.93,0,10000.0
37,14,14.53,2.99,0.0,1,1,0,30.61,0,10000.0
37,15,14.93,2.79,0.0,1,1,0,30.82,0,10000.0
37,16,14.57,2.67,0.0,1,1,0,30.65,0,10000.0
37,17,14.73,2.81,0.0,1,1,0,33.01,0,10000.0
37,18,14.67,2.84,0.0,1,1,0,32.41,0,10000.0
37,19,14.82,2.92,0.0,1,1,0,33.2,0,10000.0
37,20,15.2,2.84,0.0,1,1,0,33.94,0,10000.0
37,21,14.8,3.15,0.0,1,1,0,32.99,0,10000.0
37,22,14.22,2.79,0.0,1,1,0,31.7,0,10000.0
37,23,14.93,3.18,0.0,1,1,0,32.92,0,10000.0
38,0,15.33,1.97,0.0,5,5,0,42.98,1,5898.8
38,1,16.03,2.08,0.0,6,6,0,43.06,1,6222.7
38,2,15.77,2.66,0.36,6,6,0,43.22,1,5478.3
38,3,15.62,2.6,0.43,6,6,0,43.46,1,5408.5
38,4,15.92,2.44,0.6,6,6,0,43.78,1,5203.9
38,5,15.36,2.28,0.0,6,6,0,44.18,1,5442.6
38,6,16.56,2.74,0.33,6,6,0,44.66,1,5169.9
38,7,16.6,2.81,0.51,6,6,0,45.22,1,5273.7
38,8,17.89,2.87,0.92,6,6,0,45.86,1,4986.0
38,9,18.29,2.89,0.8,6,6,0,46.58,1,4692.7
38,10,19.03,2.81,0.82,6,6,0,47.38,1,4501.6
38,11,19.9,3.15,0.83,6,6,0,48.26,1,4099.3
38,12,20.81,3.61,1.12,7,7,0,49.22,1,4155.5
38,13,22.02,4.69,1.18,7,8,0,50.26,1,3995.9
38,14,22.56,5.43,1.16,7,8,0,51.38,1,3719.8
38,15,22.34,6.31,1.3,7,8,0,52.58,1,3908.3
38,16,23.99,6.49,1.13,7,8,0,53.86,1,3316.1
38,17,24.45,6.68,1.75,7,8,0,55.22,1,3565.9
38,18,25.31,7.37,1.77,7,8,0,56.66,1,2677.1
38,19,27.26,7.54,1.73,8,9,0,58.18,1,3470.5
38,20,29.18,8.29,1.92,9,10,0,59.78,1,3124.9
38,21,31.09,9.33,1.71,9,10,0,61.46,1,3239.4
38,22,32.18,9.53,1.9,9,10,0,63.22,1,2500.0
38,23,32.61,10.17,1.67,9,10,0,65.06,1,2576.2
38,24,33.83,10.84,1.85,9,10,0,66.98,1,2500.0
39,0,14.72,2.06,0.0,3,3,0,43.45,0,10000.0
39,1,15.0,2.24,0.0,3,3,0,43.06,0,10000.0
39,2,14.74,2.49,0.0,3,3,0,43.38,0,10000.0
39,3,15.31,2.42,0.0,3,3,0,45.28,0,10000.0
39,4,14.66,2.46,0.0,3,3,0,44.13,0,10000.0
39,5,13.99,2.67,0.0,3,3,0,43.39,0,10000.0
39,6,13.83,2.85,0.0,3,3,0,46.04,0,10000.0
39,7,13.57,3.08,0.0,3,3,0,47.04,0,10000.0
39,8,13.76,3.44,0.0,3,3,0,48.79,0,10000.0
39,9,13.62,3.4,0.0,3,3,0,48.66,0,10000.0
39,10,13.21,3.41,0.0,3,3,0,47.21,0,10000.0
39,11,13.59,3.57,0.0,3,3,0,49.31,0,10000.0
39,12,13.66,3.94,0.0,3,3,0,49.62,0,10000.0
39,13,13.74,3.83,0.0,3,3,0,48.06,0,10000.0
39,14,14.13,3.62,0.0,3,3,0,48.04,0,10000.0
39,15,14.12,3.68,0.0,3,3,0,48.34,0,10000.0
39,16,14.19,3.52,0.0,3,3,0,48.57,0,10000.0
39,17,14.34,3.1,0.0,3,3,0,51.8,0,10000.0
39,18,13.56,2.86,0.0,3,3,0,50.33,0,10000.0
39,19,13.47,2.75,0.0,3,3,0,50.8,0,10000.0
40,0,9.31,1.44,0.0,2,2,0,25.51,1,4000.0
40,1,10.68,1.57,0.48,4,4,0,25.53,1,3900.0
40,2,10.86,2.26,0.33,7,7,0,25.6,1,3800.0
40,3,11.46,2.46,0.0,8,8,0,25.73,1,3700.0
